0.000000000000000000e+00,0.000000000000000000e+00
1.179000000000000714e+00,1.271095991134643555e+00
2.402000000000002355e+00,2.390623807907104492e+00
3.711999999999996636e+00,3.737871885299682617e+00
4.979999999999991545e+00,4.978380918502807617e+00
7.774999999999982592e+00,7.754596948623657227e+00
8.079999999999982307e+00,8.094121932983398438e+00
8.342999999999980432e+00,8.423380851745605469e+00
8.604999999999979110e+00,8.615955829620361328e+00
9.259999999999976694e+00,9.290044784545898438e+00
1.000199999999997580e+01,1.001544284820556641e+01
1.022199999999997466e+01,1.022238588333129883e+01
1.039599999999997415e+01,1.040824794769287109e+01
1.061399999999997235e+01,1.063580584526062012e+01
1.087599999999997280e+01,1.087338900566101074e+01
1.109399999999997100e+01,1.109499287605285645e+01
1.122499999999997122e+01,1.120626401901245117e+01
1.183599999999996832e+01,1.188683485984802246e+01
1.209899999999996645e+01,1.214970898628234863e+01
1.236199999999996635e+01,1.239576196670532227e+01
1.340999999999996284e+01,1.344721579551696777e+01
1.358399999999996233e+01,1.356638383865356445e+01
1.380299999999995997e+01,1.382957983016967773e+01
1.445799999999996466e+01,1.447260594367980957e+01
1.476399999999996560e+01,1.476656079292297363e+01
1.511399999999996702e+01,1.510404682159423828e+01
1.546299999999997077e+01,1.552075481414794922e+01
1.581299999999997574e+01,1.581870579719543457e+01
1.655499999999997840e+01,1.656663298606872559e+01
1.690399999999998215e+01,1.693696880340576172e+01
1.716499999999998494e+01,1.716650891304016113e+01
1.742799999999999017e+01,1.743240499496459961e+01
1.768999999999999062e+01,1.769945192337036133e+01
1.843299999999999628e+01,1.851220393180847168e+01
1.869400000000000261e+01,1.873353099822998047e+01
1.891300000000000381e+01,1.894822502136230469e+01
1.922000000000000597e+01,1.923952388763427734e+01
1.943800000000000594e+01,1.947917389869689941e+01
1.965700000000001069e+01,1.967556095123291016e+01
1.978700000000001324e+01,1.979636788368225098e+01
2.039900000000002223e+01,2.039196801185607910e+01
2.061700000000002220e+01,2.065287995338439941e+01
2.079100000000002169e+01,2.080295085906982422e+01
2.144800000000003237e+01,2.144059491157531738e+01
2.166600000000003590e+01,2.173413181304931641e+01
2.271400000000004482e+01,2.271850800514221191e+01
2.323800000000005284e+01,2.329095101356506348e+01
2.350100000000005451e+01,2.354784297943115234e+01
2.371800000000005326e+01,2.371810078620910645e+01
2.393600000000006034e+01,2.391840195655822754e+01
2.450400000000006884e+01,2.450868797302246094e+01
2.476700000000007051e+01,2.477758789062500000e+01
2.498500000000007049e+01,2.496751785278320312e+01
2.529200000000007620e+01,2.531067991256713867e+01
2.655900000000008632e+01,2.661079883575439453e+01
2.677600000000009217e+01,2.676726698875427246e+01
2.699500000000009692e+01,2.699806880950927734e+01
2.721200000000009922e+01,2.721573996543884277e+01
2.751800000000010016e+01,2.752195382118225098e+01
2.782400000000010110e+01,2.785627698898315430e+01
2.812900000000010792e+01,2.814352798461914062e+01
2.830500000000010985e+01,2.831137299537658691e+01
2.847900000000011289e+01,2.849765396118164062e+01
2.882900000000011431e+01,2.882919001579284668e+01
2.904700000000011428e+01,2.905402588844299316e+01
2.926500000000011426e+01,2.928490281105041504e+01
2.952700000000012182e+01,2.957859683036804199e+01
2.974600000000012301e+01,2.979866480827331543e+01
2.992000000000012605e+01,2.994860386848449707e+01
3.009500000000013031e+01,3.010613799095153809e+01
3.031400000000012440e+01,3.033178782463073730e+01
3.053300000000011138e+01,3.054625892639160156e+01
3.075200000000010547e+01,3.077290797233581543e+01
3.096900000000010422e+01,3.096662402153015137e+01
3.118800000000009831e+01,3.119553184509277344e+01
