-4.999999999999999584e-02,2.000000000000000042e-02,-2.600000000000000089e-01
1.500000000000000222e-01,-4.000000000000000777e-02,1.199999999999999956e-01
3.000000000000002665e-02,-1.000000000000000541e-02,-5.999999999999999778e-02
-1.999999999999996225e-02,9.999999999999995004e-03,2.999999999999999889e-02
3.469446951953614189e-17,9.999999999999995004e-03,4.000000000000000083e-02
-1.999999999999996225e-02,9.999999999999995004e-03,-7.000000000000000666e-02
4.000000000000004247e-02,-5.204170427930421283e-18,1.099999999999999867e-01
3.000000000000004052e-02,9.999999999999995004e-03,2.999999999999998501e-02
-2.999999999999996420e-02,-5.204170427930421283e-18,-7.000000000000002054e-02
4.510281037539698445e-17,2.999999999999999195e-02,2.999999999999997113e-02
1.000000000000004705e-02,-1.000000000000000888e-02,-1.000000000000002970e-02
2.000000000000004552e-02,9.999999999999991535e-03,-4.000000000000003553e-02
1.000000000000004705e-02,-8.673617379884035472e-18,2.999999999999997113e-02
1.000000000000004705e-02,1.999999999999999001e-02,9.999999999999970718e-03
-9.999999999999956840e-03,9.999999999999989800e-03,5.999999999999997002e-02
1.000000000000004705e-02,-1.040834085586084257e-17,8.999999999999996891e-02
-6.999999999999995115e-02,9.999999999999989800e-03,-4.000000000000003553e-02
2.000000000000004552e-02,-1.040834085586084257e-17,2.999999999999997113e-02
1.000000000000004705e-02,9.999999999999989800e-03,-4.000000000000003553e-02
